# thresholds,fpr,tpr
3.722141289176451684e-25,6.436071649166151820e-01,6.120157215047725696e-01
2.335067804723559786e-25,6.436071649166151820e-01,6.131386861313868897e-01
1.808454975678695442e-25,6.448424953675108151e-01,6.131386861313868897e-01
1.719826798107156739e-25,6.448424953675108151e-01,6.137001684446939942e-01
1.216655062807502737e-25,6.473131562693020813e-01,6.137001684446939942e-01
1.050221423403128589e-25,6.473131562693020813e-01,6.142616507580010987e-01
9.757920309034905537e-26,6.491661519456454199e-01,6.142616507580010987e-01
6.389498215042679310e-26,6.491661519456454199e-01,6.153846153846154188e-01
5.197679503902811911e-26,6.516368128474366861e-01,6.153846153846154188e-01
4.855134159633491395e-26,6.516368128474366861e-01,6.159460976979225233e-01
4.818398119928843898e-26,6.522544780728845026e-01,6.159460976979225233e-01
4.707233181661818992e-26,6.522544780728845026e-01,6.165075800112296278e-01
4.405193925594495327e-26,6.534898085237801357e-01,6.165075800112296278e-01
2.436432995050235355e-26,6.534898085237801357e-01,6.193149915777652614e-01
1.551226021513063968e-26,6.553428042001235854e-01,6.193149915777652614e-01
1.524837118378401973e-26,6.553428042001235854e-01,6.198764738910724770e-01
1.438679535956376311e-26,6.559604694255712909e-01,6.198764738910724770e-01
1.308868985983091659e-26,6.559604694255712909e-01,6.209994385176866860e-01
1.223888438135323646e-26,6.565781346510191074e-01,6.209994385176866860e-01
1.031194418877095767e-26,6.565781346510191074e-01,6.215609208309937905e-01
6.375249672722803018e-27,6.571957998764669240e-01,6.215609208309937905e-01
3.948950647068101773e-27,6.571957998764669240e-01,6.238068500842223196e-01
2.868462371812209227e-27,6.578134651019147405e-01,6.238068500842223196e-01
2.088162859939137558e-27,6.578134651019147405e-01,6.254912970241437442e-01
1.925638227998111931e-27,6.584311303273625571e-01,6.254912970241437442e-01
1.454276677842403423e-27,6.584311303273625571e-01,6.260527793374508487e-01
1.406987872655525763e-27,6.590487955528103736e-01,6.260527793374508487e-01
1.398269728660056848e-27,6.590487955528103736e-01,6.266142616507579532e-01
1.153293017075229310e-27,6.596664607782581902e-01,6.266142616507579532e-01
1.136124914742490653e-27,6.596664607782581902e-01,6.271757439640651688e-01
7.962238704018484965e-28,6.615194564546016398e-01,6.271757439640651688e-01
5.623837640409256677e-28,6.615194564546016398e-01,6.294216732172936979e-01
5.039757958026209981e-28,6.627547869054972729e-01,6.294216732172936979e-01
5.009431764983442038e-28,6.627547869054972729e-01,6.299831555306008024e-01
4.817180800351415790e-28,6.633724521309449784e-01,6.299831555306008024e-01
4.276415644673654501e-28,6.633724521309449784e-01,6.305446378439079069e-01
3.646060555942132239e-28,6.646077825818406115e-01,6.305446378439079069e-01
3.389016656694915408e-28,6.646077825818406115e-01,6.322290847838293315e-01
2.602974777583212372e-28,6.652254478072884281e-01,6.322290847838293315e-01
2.321071402956229400e-28,6.652254478072884281e-01,6.327905670971364360e-01
1.482800334501055261e-28,6.683137739345275108e-01,6.327905670971364360e-01
9.551432820583667283e-29,6.683137739345275108e-01,6.333520494104435405e-01
7.732383532930990818e-29,6.695491043854231439e-01,6.333520494104435405e-01
7.376694443514618252e-29,6.695491043854231439e-01,6.339135317237507561e-01
4.598020790616404507e-29,6.726374305126621156e-01,6.339135317237507561e-01
4.226369658247022044e-29,6.726374305126621156e-01,6.350364963503649651e-01
3.734868555599679217e-29,6.732550957381099321e-01,6.350364963503649651e-01
3.596982469728932996e-29,6.732550957381099321e-01,6.355979786636720696e-01
3.028522109295359009e-29,6.744904261890055652e-01,6.355979786636720696e-01
2.960234324551867994e-29,6.744904261890055652e-01,6.361594609769791742e-01
2.942937169813606555e-29,6.751080914144533818e-01,6.361594609769791742e-01
2.618339997343437573e-29,6.751080914144533818e-01,6.367209432902863897e-01
2.252615764025612201e-29,6.769610870907968314e-01,6.367209432902863897e-01
1.562268789944579368e-29,6.769610870907968314e-01,6.384053902302077033e-01
1.446440608846804819e-29,6.775787523162446480e-01,6.384053902302077033e-01
1.208532950368689489e-29,6.775787523162446480e-01,6.389668725435149188e-01
1.031819618806787844e-29,6.788140827671401700e-01,6.389668725435149188e-01
9.841661832854993738e-30,6.788140827671401700e-01,6.395283548568220233e-01
8.064246865598768992e-30,6.800494132180358031e-01,6.395283548568220233e-01
5.141571841999796034e-30,6.800494132180358031e-01,6.423357664233576569e-01
3.199403432674310839e-30,6.819024088943792528e-01,6.423357664233576569e-01
3.091675523734336937e-30,6.819024088943792528e-01,6.428972487366647615e-01
2.355648763239091634e-30,6.831377393452748858e-01,6.428972487366647615e-01
2.315684066824063886e-30,6.831377393452748858e-01,6.434587310499719770e-01
1.611155010830700436e-30,6.837554045707227024e-01,6.434587310499719770e-01
1.470383851801996111e-30,6.837554045707227024e-01,6.440202133632790815e-01
1.366879226127763011e-30,6.849907350216183355e-01,6.440202133632790815e-01
1.256237644417718471e-30,6.849907350216183355e-01,6.445816956765861860e-01
1.211080987127138343e-30,6.856084002470660410e-01,6.445816956765861860e-01
1.188645399227420706e-30,6.856084002470660410e-01,6.451431779898932906e-01
9.234777700390043744e-31,6.862260654725138576e-01,6.451431779898932906e-01
8.479144029125732151e-31,6.862260654725138576e-01,6.457046603032003951e-01
5.599888887895150723e-31,6.868437306979616741e-01,6.457046603032003951e-01
4.794371491145656953e-31,6.868437306979616741e-01,6.462661426165076106e-01
4.640856910434097383e-31,6.874613959234094906e-01,6.462661426165076106e-01
3.353594463152402563e-31,6.874613959234094906e-01,6.473891072431218197e-01
2.696442592220487426e-31,6.880790611488573072e-01,6.473891072431218197e-01
2.298167604059923659e-31,6.880790611488573072e-01,6.490735541830432442e-01
2.242576220155460520e-31,6.886967263743051237e-01,6.490735541830432442e-01
1.393290467921588047e-31,6.886967263743051237e-01,6.507580011229646688e-01
7.041176564744253466e-32,6.917850525015442065e-01,6.507580011229646688e-01
4.676713537652778587e-32,6.917850525015442065e-01,6.524424480628859824e-01
3.953459658655352612e-32,6.930203829524397285e-01,6.524424480628859824e-01
3.005273953738829838e-32,6.930203829524397285e-01,6.530039303761931979e-01
2.843091345822332443e-32,6.942557134033353616e-01,6.530039303761931979e-01
2.616683565553992857e-32,6.942557134033353616e-01,6.535654126895003024e-01
1.768864460707698809e-32,6.961087090796788113e-01,6.535654126895003024e-01
4.624065589725081644e-33,6.961087090796788113e-01,6.586187535092644652e-01
4.534743664065815267e-33,6.967263743051266278e-01,6.586187535092644652e-01
2.543318116684385290e-33,6.967263743051266278e-01,6.597417181358786742e-01
1.935384066735597344e-33,6.979617047560222609e-01,6.597417181358786742e-01
1.316768867529537936e-33,6.979617047560222609e-01,6.619876473891072033e-01
9.956329971810299353e-34,6.998147004323657105e-01,6.619876473891072033e-01
8.789257458334849308e-34,6.998147004323657105e-01,6.625491297024144188e-01
5.124628485044810442e-34,7.016676961087090492e-01,6.625491297024144188e-01
3.738915228474800651e-34,7.016676961087090492e-01,6.636720943290286279e-01
2.787008633817073402e-34,7.029030265596046823e-01,6.636720943290286279e-01
2.228870521857740136e-34,7.029030265596046823e-01,6.653565412689500524e-01
1.922289114348230403e-34,7.047560222359481319e-01,6.653565412689500524e-01
1.508730046483786850e-34,7.047560222359481319e-01,6.664795058955642615e-01
9.821133521810348053e-35,7.090796788140827367e-01,6.664795058955642615e-01
7.600508875244744292e-35,7.090796788140827367e-01,6.687254351487927906e-01
5.560860645684849169e-35,7.103150092649783698e-01,6.687254351487927906e-01
4.580559249904688558e-35,7.103150092649783698e-01,6.692869174620998951e-01
4.118813823700152965e-35,7.109326744904261863e-01,6.692869174620998951e-01
4.105098406058766628e-35,7.109326744904261863e-01,6.698483997754071106e-01
4.003766657283415297e-35,7.115503397158740029e-01,6.698483997754071106e-01
3.802629727521702612e-35,7.115503397158740029e-01,6.704098820887142152e-01
2.787956384432454563e-35,7.127856701667696360e-01,6.704098820887142152e-01
2.727690304166363427e-35,7.127856701667696360e-01,6.709713644020213197e-01
2.257812789262661614e-35,7.134033353922174525e-01,6.709713644020213197e-01
2.136667998915996678e-35,7.134033353922174525e-01,6.715328467153284242e-01
2.094656168058880571e-35,7.140210006176652691e-01,6.715328467153284242e-01
9.277477542244749754e-36,7.140210006176652691e-01,6.749017405951712734e-01
6.078748250401544514e-36,7.146386658431130856e-01,6.749017405951712734e-01
5.841595213059716691e-36,7.146386658431130856e-01,6.754632229084783779e-01
3.954282987954338635e-36,7.171093267449042408e-01,6.754632229084783779e-01
1.497151374548613314e-36,7.171093267449042408e-01,6.788321167883211160e-01
1.324290658787398495e-36,7.189623224212476904e-01,6.788321167883211160e-01
1.138558729228063216e-36,7.189623224212476904e-01,6.793935991016283316e-01
1.103088876874029997e-36,7.195799876466955070e-01,6.793935991016283316e-01
9.231373747823249185e-37,7.195799876466955070e-01,6.805165637282425406e-01
7.422445754058120835e-37,7.214329833230389566e-01,6.805165637282425406e-01
7.143951900054060350e-37,7.214329833230389566e-01,6.810780460415496451e-01
7.109359474035129526e-37,7.220506485484867731e-01,6.810780460415496451e-01
6.791576154649624075e-37,7.220506485484867731e-01,6.816395283548568607e-01
3.300303887805032225e-37,7.239036442248301118e-01,6.816395283548568607e-01
3.096071025492637632e-37,7.239036442248301118e-01,6.827624929814710697e-01
2.092938778360602466e-37,7.245213094502779283e-01,6.827624929814710697e-01
1.877025033092406636e-37,7.245213094502779283e-01,6.833239752947781742e-01
1.430098248304342250e-37,7.257566399011735614e-01,6.833239752947781742e-01
1.086676851007935711e-37,7.257566399011735614e-01,6.866928691746210234e-01
8.211361650564407799e-38,7.276096355775170110e-01,6.866928691746210234e-01
7.493021362210692429e-38,7.276096355775170110e-01,6.872543514879281279e-01
4.526106920382902286e-38,7.294626312538604607e-01,6.872543514879281279e-01
2.904271914503939181e-38,7.294626312538604607e-01,6.883773161145423369e-01
2.645880554825085303e-38,7.306979617047559827e-01,6.883773161145423369e-01
2.362915836612079604e-38,7.306979617047559827e-01,6.889387984278495525e-01
2.194624722826844967e-38,7.313156269302037993e-01,6.889387984278495525e-01
1.859910194244940697e-38,7.313156269302037993e-01,6.895002807411566570e-01
1.812578930675978932e-38,7.319332921556516158e-01,6.895002807411566570e-01
1.305192161916737095e-38,7.319332921556516158e-01,6.906232453677708660e-01
1.019783966857401898e-38,7.350216182828906986e-01,6.906232453677708660e-01
8.891970261059021433e-39,7.350216182828906986e-01,6.911847276810780816e-01
5.811553589978775075e-39,7.368746139592341482e-01,6.911847276810780816e-01
5.378482752811189068e-39,7.368746139592341482e-01,6.923076923076922906e-01
5.082421467032329424e-39,7.374922791846818537e-01,6.923076923076922906e-01
4.527961984061947852e-39,7.374922791846818537e-01,6.934306569343066107e-01
3.866184759398224867e-39,7.393452748610253034e-01,6.934306569343066107e-01
3.698213926131256320e-39,7.393452748610253034e-01,6.939921392476137152e-01
3.416146150644934412e-39,7.405806053119209365e-01,6.939921392476137152e-01
2.883892488919631783e-39,7.405806053119209365e-01,6.945536215609208197e-01
2.720761763217856871e-39,7.411982705373687530e-01,6.945536215609208197e-01
2.705063313457788801e-39,7.411982705373687530e-01,6.951151038742279242e-01
1.738210667887668208e-39,7.442865966646078357e-01,6.951151038742279242e-01
1.736300240798797344e-39,7.442865966646078357e-01,6.956765861875351398e-01
9.513870964691009888e-40,7.467572575663989909e-01,6.956765861875351398e-01
7.002684402116860221e-40,7.467572575663989909e-01,6.973610331274564533e-01
6.896210219035289758e-40,7.473749227918468074e-01,6.973610331274564533e-01
5.407897924928050812e-40,7.473749227918468074e-01,6.984839977540707734e-01
4.575453475585872383e-40,7.479925880172946240e-01,6.984839977540707734e-01
4.512489525471557390e-40,7.479925880172946240e-01,6.990454800673778779e-01
3.216495625331282628e-40,7.486102532427424405e-01,6.990454800673778779e-01
3.109760496941828724e-40,7.486102532427424405e-01,6.996069623806849824e-01
2.863494973105234360e-40,7.492279184681902571e-01,6.996069623806849824e-01
2.722924915302831993e-40,7.492279184681902571e-01,7.001684446939920869e-01
2.117576441445300081e-40,7.504632489190858902e-01,7.001684446939920869e-01
1.731334413714451134e-40,7.504632489190858902e-01,7.012914093206064070e-01
1.654947095982360941e-40,7.510809141445337067e-01,7.012914093206064070e-01
1.461921153374115210e-40,7.510809141445337067e-01,7.018528916339135115e-01
1.122790319485701568e-40,7.529339098208770453e-01,7.018528916339135115e-01
1.117931425519621951e-40,7.529339098208770453e-01,7.024143739472206160e-01
1.050761659086173221e-40,7.535515750463248619e-01,7.024143739472206160e-01
9.867759834123188429e-41,7.535515750463248619e-01,7.035373385738349361e-01
8.547338489402179081e-41,7.541692402717726784e-01,7.035373385738349361e-01
7.902624455979036182e-41,7.541692402717726784e-01,7.040988208871420406e-01
5.634990999198915704e-41,7.547869054972204950e-01,7.040988208871420406e-01
4.480771192181569696e-41,7.547869054972204950e-01,7.052217855137563607e-01
4.096834569164497392e-41,7.554045707226683115e-01,7.052217855137563607e-01
4.083406755822084945e-41,7.554045707226683115e-01,7.057832678270634652e-01
2.605354038237634731e-41,7.584928968499073942e-01,7.057832678270634652e-01
2.448430200711061494e-41,7.584928968499073942e-01,7.063447501403705697e-01
2.001016344393267456e-41,7.591105620753552108e-01,7.063447501403705697e-01
1.836473852761008801e-41,7.591105620753552108e-01,7.074677147669848898e-01
1.172542623677346202e-41,7.597282273008029163e-01,7.074677147669848898e-01
9.507513718418586589e-42,7.597282273008029163e-01,7.080291970802919943e-01
8.361222586851677347e-42,7.603458925262507329e-01,7.080291970802919943e-01
6.148375344540910731e-42,7.603458925262507329e-01,7.085906793935990988e-01
5.622613865966284737e-42,7.615812229771463659e-01,7.085906793935990988e-01
5.397293435608479660e-42,7.615812229771463659e-01,7.091521617069062033e-01
4.089758311930503247e-42,7.628165534280419990e-01,7.091521617069062033e-01
1.813007049583165478e-42,7.628165534280419990e-01,7.113980909601347324e-01
1.229135797625429251e-42,7.640518838789376321e-01,7.113980909601347324e-01
1.072976479118965982e-42,7.640518838789376321e-01,7.125210555867490525e-01
1.067244300692171298e-42,7.646695491043854487e-01,7.125210555867490525e-01
8.910721048452925159e-43,7.646695491043854487e-01,7.130825379000561570e-01
7.779160574529394376e-43,7.652872143298332652e-01,7.130825379000561570e-01
4.722414839374238376e-43,7.652872143298332652e-01,7.158899494665917906e-01
3.753581791416273282e-43,7.665225447807288983e-01,7.158899494665917906e-01
3.585137401284007759e-43,7.665225447807288983e-01,7.164514317798988952e-01
2.623449632402862034e-43,7.677578752316244204e-01,7.164514317798988952e-01
2.168458294828220414e-43,7.677578752316244204e-01,7.175743964065132152e-01
1.342810085190547524e-43,7.689932056825200535e-01,7.175743964065132152e-01
1.197932741901459512e-43,7.689932056825200535e-01,7.181358787198203197e-01
1.194035966081885840e-43,7.696108709079678700e-01,7.181358787198203197e-01
9.733254293145140939e-44,7.696108709079678700e-01,7.186973610331274243e-01
4.677567218528000683e-44,7.726991970352069528e-01,7.186973610331274243e-01
3.722551368559577519e-44,7.726991970352069528e-01,7.198203256597417443e-01
1.688136623188042856e-44,7.751698579369981079e-01,7.198203256597417443e-01
1.408754349558688227e-44,7.751698579369981079e-01,7.209432902863559534e-01
1.246886080480495134e-44,7.757875231624459245e-01,7.209432902863559534e-01
1.087708233912724979e-44,7.757875231624459245e-01,7.215047725996630579e-01
8.808069388790681766e-45,7.770228536133415576e-01,7.215047725996630579e-01
8.777433086005572338e-45,7.770228536133415576e-01,7.220662549129702734e-01
7.091772982926665816e-45,7.776405188387893741e-01,7.220662549129702734e-01
6.089549144186853286e-45,7.776405188387893741e-01,7.226277372262773779e-01
5.576912920905882035e-45,7.782581840642371906e-01,7.226277372262773779e-01
4.395641351813037687e-45,7.782581840642371906e-01,7.243121841661988025e-01
3.860467383592855238e-45,7.794935145151328237e-01,7.243121841661988025e-01
2.307475886017941078e-45,7.794935145151328237e-01,7.259966311061201161e-01
1.955160733450381789e-45,7.807288449660284568e-01,7.259966311061201161e-01
1.485436903522816706e-45,7.807288449660284568e-01,7.282425603593486452e-01
7.537670948463607365e-46,7.831995058678196120e-01,7.282425603593486452e-01
6.186626092783028761e-46,7.831995058678196120e-01,7.288040426726558607e-01
3.257437413493068303e-46,7.856701667696108782e-01,7.288040426726558607e-01
2.971902979024071683e-46,7.856701667696108782e-01,7.293655249859629652e-01
2.902134297238728321e-46,7.862878319950586947e-01,7.293655249859629652e-01
9.534333403734577019e-47,7.862878319950586947e-01,7.304884896125771743e-01
7.617266500312993041e-47,7.875231624459543278e-01,7.304884896125771743e-01
5.563227165946111579e-47,7.875231624459543278e-01,7.310499719258843898e-01
3.528338797758930703e-47,7.893761581222976664e-01,7.310499719258843898e-01
2.197807596447829054e-47,7.893761581222976664e-01,7.321729365524985989e-01
1.816976654718504873e-47,7.912291537986411161e-01,7.321729365524985989e-01
1.711369678450354191e-47,7.912291537986411161e-01,7.327344188658057034e-01
1.503414816731515668e-47,7.924644842495367492e-01,7.327344188658057034e-01
1.479676611494849681e-47,7.924644842495367492e-01,7.332959011791128079e-01
1.325925889619843692e-47,7.936998147004323823e-01,7.332959011791128079e-01
9.821783918924981537e-48,7.936998147004323823e-01,7.338573834924200234e-01
8.728783668814279646e-48,7.949351451513280153e-01,7.338573834924200234e-01
7.777698288231251805e-48,7.949351451513280153e-01,7.355418304323413370e-01
6.757249208289080858e-48,7.961704756022236484e-01,7.355418304323413370e-01
2.891726721095037906e-48,7.961704756022236484e-01,7.377877596855698661e-01
2.050529021920192220e-48,7.974058060531191705e-01,7.377877596855698661e-01
1.199438098232370155e-48,7.974058060531191705e-01,7.389107243121841861e-01
9.653567818185465340e-49,7.980234712785669871e-01,7.389107243121841861e-01
7.949765462746503229e-49,7.980234712785669871e-01,7.394722066254912907e-01
7.104607800389701107e-49,7.986411365040148036e-01,7.394722066254912907e-01
5.602558526194835448e-49,7.986411365040148036e-01,7.400336889387983952e-01
4.981986198518754501e-49,7.998764669549104367e-01,7.400336889387983952e-01
3.513262286101100677e-49,7.998764669549104367e-01,7.405951712521056107e-01
1.271402865013826139e-49,8.023471278567017029e-01,7.405951712521056107e-01
1.108593848339611713e-49,8.023471278567017029e-01,7.411566535654127152e-01
7.796481574720828286e-50,8.029647930821495194e-01,7.411566535654127152e-01
5.954693986679603624e-50,8.029647930821495194e-01,7.417181358787198198e-01
3.876914403905026746e-50,8.048177887584928580e-01,7.417181358787198198e-01
1.487084224597073901e-50,8.048177887584928580e-01,7.434025828186412443e-01
6.106833593929234602e-51,8.091414453366275739e-01,7.434025828186412443e-01
5.623778458799331837e-51,8.091414453366275739e-01,7.445255474452554534e-01
4.995677624151578821e-51,8.116121062384187290e-01,7.445255474452554534e-01
2.557567524978951419e-51,8.116121062384187290e-01,7.456485120718697734e-01
8.080472430650478604e-52,8.134651019147621787e-01,7.456485120718697734e-01
7.884862991986162369e-52,8.134651019147621787e-01,7.462099943851768780e-01
7.498069023743743908e-52,8.140827671402099952e-01,7.462099943851768780e-01
5.754005981452689412e-52,8.140827671402099952e-01,7.467714766984839825e-01
4.862220792836284881e-52,8.147004323656578118e-01,7.467714766984839825e-01
3.089745157361106786e-52,8.147004323656578118e-01,7.484559236384054071e-01
2.109510977179945090e-52,8.153180975911056283e-01,7.484559236384054071e-01
1.792632129341001944e-52,8.153180975911056283e-01,7.490174059517125116e-01
1.253752453474738730e-52,8.165534280420012614e-01,7.490174059517125116e-01
1.030079231721790226e-52,8.165534280420012614e-01,7.495788882650196161e-01
5.836663824977426509e-53,8.177887584928968945e-01,7.495788882650196161e-01
4.762684889206121890e-53,8.177887584928968945e-01,7.501403705783268316e-01
4.391652830262335449e-53,8.184064237183447110e-01,7.501403705783268316e-01
3.566642516249865202e-53,8.184064237183447110e-01,7.512633352049410407e-01
9.712397845703104600e-54,8.208770846201358662e-01,7.512633352049410407e-01
7.792381998136299658e-54,8.208770846201358662e-01,7.523862998315553607e-01
7.525664335831936745e-54,8.214947498455836827e-01,7.523862998315553607e-01
6.916948294813870165e-54,8.214947498455836827e-01,7.535092644581695698e-01
5.084796248232394865e-54,8.227300802964793158e-01,7.535092644581695698e-01
4.547998506988399407e-54,8.227300802964793158e-01,7.540707467714766743e-01
1.299677026626103336e-54,8.258184064237183986e-01,7.540707467714766743e-01
1.294299673094869423e-54,8.258184064237183986e-01,7.546322290847837788e-01
3.283589164882698127e-55,8.289067325509573703e-01,7.546322290847837788e-01
2.225443397721148667e-55,8.289067325509573703e-01,7.557551937113980989e-01
8.957785949551768896e-56,8.307597282273008199e-01,7.557551937113980989e-01
2.830667080153606494e-56,8.307597282273008199e-01,7.602470522178551571e-01
2.152852087814493530e-56,8.313773934527486364e-01,7.602470522178551571e-01
1.190837006454517863e-56,8.313773934527486364e-01,7.613700168444693661e-01
8.679080721289407294e-57,8.338480543545397916e-01,7.613700168444693661e-01
6.231136459840359462e-57,8.338480543545397916e-01,7.647389107243122153e-01
4.193930719385898727e-57,8.350833848054354247e-01,7.647389107243122153e-01
2.812989250732100290e-57,8.350833848054354247e-01,7.653003930376193198e-01
1.624890164813554264e-57,8.357010500308832412e-01,7.653003930376193198e-01
1.507907698014131164e-57,8.357010500308832412e-01,7.658618753509264243e-01
1.408283753963839393e-57,8.363187152563310578e-01,7.658618753509264243e-01
9.883129999849240761e-58,8.363187152563310578e-01,7.669848399775407444e-01
4.618608379566729644e-58,8.412600370599134791e-01,7.669848399775407444e-01
3.098569331175841057e-58,8.412600370599134791e-01,7.686692869174620579e-01
2.776479082714598885e-58,8.418777022853612957e-01,7.686692869174620579e-01
1.496366177807565758e-58,8.418777022853612957e-01,7.697922515440763780e-01
1.282479373087244977e-58,8.424953675108091122e-01,7.697922515440763780e-01
1.110764356877050384e-58,8.424953675108091122e-01,7.703537338573834825e-01
6.338231627370427758e-59,8.455836936380481950e-01,7.703537338573834825e-01
5.503807600312563349e-59,8.455836936380481950e-01,7.714766984839978026e-01
4.968671646755549233e-59,8.462013588634960115e-01,7.714766984839978026e-01
3.420777671911500869e-59,8.462013588634960115e-01,7.725996631106120116e-01
3.214134767435647599e-59,8.474366893143916446e-01,7.725996631106120116e-01
2.469321064238466251e-59,8.474366893143916446e-01,7.737226277372263317e-01
1.796719801556911402e-59,8.480543545398394611e-01,7.737226277372263317e-01
1.168026880276811814e-59,8.480543545398394611e-01,7.754070746771476452e-01
8.374519438361548140e-60,8.486720197652871667e-01,7.754070746771476452e-01
5.627629659833062653e-60,8.486720197652871667e-01,7.759685569904547497e-01
3.276485949190779727e-60,8.499073502161827998e-01,7.759685569904547497e-01
2.360776467112223863e-60,8.499073502161827998e-01,7.770915216170690698e-01
2.089683375315948188e-60,8.505250154416306163e-01,7.770915216170690698e-01
1.796825196972652116e-60,8.505250154416306163e-01,7.776530039303761743e-01
7.690224104637538697e-61,8.517603458925262494e-01,7.776530039303761743e-01
5.835604417465059134e-61,8.517603458925262494e-01,7.793374508702975989e-01
4.749122637267362575e-61,8.523780111179740659e-01,7.793374508702975989e-01
2.890689562966115162e-61,8.523780111179740659e-01,7.804604154969118079e-01
2.107162454203881780e-61,8.529956763434218825e-01,7.804604154969118079e-01
1.845334862210331063e-61,8.529956763434218825e-01,7.810218978102190235e-01
1.247201799585695133e-61,8.542310067943175156e-01,7.810218978102190235e-01
1.152674011957889532e-61,8.542310067943175156e-01,7.815833801235261280e-01
7.289091979652716373e-62,8.548486720197653321e-01,7.815833801235261280e-01
5.923358778325648228e-62,8.548486720197653321e-01,7.821448624368332325e-01
5.339042050128949254e-62,8.554663372452131487e-01,7.821448624368332325e-01
3.193327993034863115e-62,8.554663372452131487e-01,7.838293093767546571e-01
2.173346636760828668e-62,8.573193329215564873e-01,7.838293093767546571e-01
2.009834359775455440e-62,8.573193329215564873e-01,7.843907916900617616e-01
1.674783725953867824e-62,8.579369981470043038e-01,7.843907916900617616e-01
1.605324511498182916e-62,8.579369981470043038e-01,7.849522740033688661e-01
8.105670653756387702e-63,8.591723285978999369e-01,7.849522740033688661e-01
5.176388674718983900e-63,8.591723285978999369e-01,7.860752386299831862e-01
4.801784608525266419e-63,8.597899938233477535e-01,7.860752386299831862e-01
4.372501072735727813e-63,8.597899938233477535e-01,7.871982032565973952e-01
3.299998151731675026e-63,8.616429894996912031e-01,7.871982032565973952e-01
3.242986816938416508e-63,8.616429894996912031e-01,7.877596855699044998e-01
2.883612574595394291e-63,8.622606547251390197e-01,7.877596855699044998e-01
2.416859602288612625e-63,8.622606547251390197e-01,7.883211678832117153e-01
2.289484781900102116e-63,8.628783199505868362e-01,7.883211678832117153e-01
2.039712118669512196e-63,8.628783199505868362e-01,7.894441325098259243e-01
1.758250917552489438e-63,8.641136504014823583e-01,7.894441325098259243e-01
1.663588140615722174e-63,8.641136504014823583e-01,7.905670971364402444e-01
1.623787114400033525e-63,8.647313156269301748e-01,7.905670971364402444e-01
1.194860551058487488e-63,8.647313156269301748e-01,7.916900617630544534e-01
8.905989839500239950e-64,8.659666460778258079e-01,7.916900617630544534e-01
8.761929300969446723e-64,8.659666460778258079e-01,7.922515440763615580e-01
6.214015542212034004e-64,8.665843113032736245e-01,7.922515440763615580e-01
5.132618986649129740e-64,8.665843113032736245e-01,7.933745087029758780e-01
4.768069873906362716e-64,8.672019765287214410e-01,7.933745087029758780e-01
3.722072651344615131e-64,8.672019765287214410e-01,7.950589556428973026e-01
2.694555690220926100e-64,8.678196417541692576e-01,7.950589556428973026e-01
2.344893640730070636e-64,8.678196417541692576e-01,7.956204379562044071e-01
1.831289914062496987e-64,8.696726374305127072e-01,7.956204379562044071e-01
1.766948083605030720e-64,8.696726374305127072e-01,7.961819202695115116e-01
1.437740072270208528e-64,8.702903026559605237e-01,7.961819202695115116e-01
1.392150316189808824e-64,8.702903026559605237e-01,7.967434025828186162e-01
1.276369875769377799e-64,8.715256331068560458e-01,7.967434025828186162e-01
6.999967938801191029e-65,8.715256331068560458e-01,7.984278495227400407e-01
5.611748786837761201e-65,8.721432983323038624e-01,7.984278495227400407e-01
4.490091189988978910e-65,8.721432983323038624e-01,7.995508141493542498e-01
3.371320277255768178e-65,8.746139592340951285e-01,7.995508141493542498e-01
2.143720388032505384e-65,8.746139592340951285e-01,8.006737787759685698e-01
1.736397905195216939e-65,8.752316244595429451e-01,8.006737787759685698e-01
1.427262243274816410e-65,8.752316244595429451e-01,8.012352610892756744e-01
8.205423034108221865e-66,8.764669549104385782e-01,8.012352610892756744e-01
6.181924765050187656e-66,8.764669549104385782e-01,8.023582257158899944e-01
4.436853389823855018e-66,8.777022853613342113e-01,8.023582257158899944e-01
2.506395215199334665e-66,8.777022853613342113e-01,8.040426726558113080e-01
1.126616816252401390e-66,8.801729462631253664e-01,8.040426726558113080e-01
8.177660317128858259e-67,8.801729462631253664e-01,8.057271195957327325e-01
5.981845669597183262e-67,8.826436071649166326e-01,8.057271195957327325e-01
3.359893156721544558e-67,8.826436071649166326e-01,8.068500842223469416e-01
2.820726396149146950e-67,8.838789376158122657e-01,8.068500842223469416e-01
1.476216395181963188e-67,8.838789376158122657e-01,8.074115665356541571e-01
1.449615690032483043e-67,8.844966028412600823e-01,8.074115665356541571e-01
9.669342990441988809e-68,8.844966028412600823e-01,8.085345311622683662e-01
8.777584854503628262e-68,8.851142680667078988e-01,8.085345311622683662e-01
3.703788054939006335e-68,8.851142680667078988e-01,8.102189781021897907e-01
3.090144064731882396e-68,8.863495985176034209e-01,8.102189781021897907e-01
3.076521164707399111e-68,8.863495985176034209e-01,8.107804604154968953e-01
2.482753553656492044e-68,8.869672637430512374e-01,8.107804604154968953e-01
2.445997164752213540e-68,8.869672637430512374e-01,8.113419427288039998e-01
1.735953163879306153e-68,8.875849289684990540e-01,8.113419427288039998e-01
1.133964086774668002e-68,8.875849289684990540e-01,8.130263896687254244e-01
4.992279165472257669e-69,8.888202594193946871e-01,8.130263896687254244e-01
2.923158290453334852e-69,8.888202594193946871e-01,8.158338012352610580e-01
